packagecode,groupid,modelid,groupname,modelname,hardwareversion,networkprovider,mainfirmwaretype,mainfirmware,coprocfirmwaretype,coprocfirmware,mainsettingsname,mainsettingsid,coprocsettingname,plsign,isvalid,updatedby,updatedat,disable
1888,2766,248,Pibeam,eBike_HEROelectric_Photon_Default_2018_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_3_1-Mar_24_2023-12_01_25,,,AEDE0D18B746F783FAA9308769D8DA4471DD27BB7BB32DC8DFA3F86D34655192,4961067E8E8F862E99D5B38BA485365151E72D8F9C1AEA52B34DAF1D2E436DE4,false,varashebkanthi@intellicar.in,1740470650718,false
1899,2541,1777,Upgrid_Mobility,BMS_Battrixx_48v_Superpower_Default_2024_EV_AT,P22V5,AIOT,,LAFMV2-4G_EC200UCN-P22V5-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_P22V5_OCT_11_2024_15_INTELLIBAT,,470855B023C431BEF84DE391B2E4B4713F162C135947E31C94F179968B68127A,970976BF4155A6F478E25C0AE1BED4D0ABFE591300F24FB06C854A018BDEAE62,D3351DCED34F1686C12CE487AF1B8889C707322FAF9E3680C565AEF2D72357DD,false,varashebkanthi@intellicar.in,1740470650813,false
1909,3902,1275,EVM_secondarydevice,Car_Citroen_Citroen_Default_2022_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0,,,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470650905,false
1918,3963,1271,Tata_Demo,Truck_Volvo_Volvo FM_Default_2020_D_MT,P15V7,AIRTEL,,LAFM_4G_P15V7_AUG_21_2023_18_S,,LAFC_CAN_P15V7_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,D5CD2B885227D7A931B376E8C5D67E945BAF06677BB18225CED10A891D2408F8,CDA85C45F6D85344D24906AB30D0C33564A7C7419D5E826E5072814AD8F0E709,false,varashebkanthi@intellicar.in,1740470650998,false
1929,2365,0,DeviceManagement,____0__,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CANIO_P25V1_P30V4_APR_16_2024_15_REFEX_NEXON_EV_KLE_HAHB_OS,,70E4D06376A24A461E463ED6793E9E8E4D4EA11C6D4FED0F1284F60C919A1448,6230227D2A690CD79A2D9A7CE1287F733815FF54ECC93850ADA2859B316EF4F7,BA0646E87B1396C84F4A15CDFE58E80168F0752FBDEF272FBC3C3002230BEF46,false,varashebkanthi@intellicar.in,1740470651094,false
1939,398,1093,tork,eBike_TORK_Kratos_Default_2021_EV_AT,V12,AIRTEL,,LAF_V1_2_AUG21_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0,,,9AAB0134B4FB1C1F99B21FBEA3FBB41DC3FA03593CA9EFDE01E859CD1253CFD7,1296A60CD6C745CEDFB176AA5C001CD9E96534666D325B2BBC6FE8790633F431,false,varashebkanthi@intellicar.in,1740470651186,false
1948,165,687,RoyalBrothers,Bike_Honda_Hiness_Default_2020_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470651279,false
1959,5694,1181,Basaveshwara_ToursandTravels,Car_Tata_Xpress -T_Ziptron_2022_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,70E4D06376A24A461E463ED6793E9E8E4D4EA11C6D4FED0F1284F60C919A1448,6230227D2A690CD79A2D9A7CE1287F733815FF54ECC93850ADA2859B316EF4F7,BA0646E87B1396C84F4A15CDFE58E80168F0752FBDEF272FBC3C3002230BEF46,false,varashebkanthi@intellicar.in,1740470651372,false
1969,2208,0,Livguard,____0__,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,EE13F4A886D9F4FF7E5C51225A4153607F9448F66F4CB35F2EA18303DDAE8221,3A0A32BB752B4EB9E062E6D026282C074B3DD3CA31B66E257DB4DB161531EA1E,A92D8DE4AE00F60DDE393688A102F3339C089509724E11F168D3C5F3D35EC34A,false,varashebkanthi@intellicar.in,1740470651465,false
1978,4410,1212,EOLTest_Pass_2024,eRickshaw_Reep_Keto_Default_2022_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CAN_P25V1_FEB_07_2024_19,,D30B231B0D8397ACB2C84BAC641FE0EFE400CFA6E4F00A69543C047653F49132,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470651557,false
1988,3033,1232,vidyuttech_API,eRickshaw_MLR Auto_ePRO_Cargo_Tork+Amaron_2022_EV_AT,V26,AIRTEL,,LAF_V2_6_OCT21_15_11_2022_05_P,,LAFC_CAN_GENERIC_MAR_21_2024_14_MLR_ODO_HAHB_OS,,,314B7DDB47D64A2D9A92CE51D5C4125CEDD9FFCDDFB251CE521E6DDED65BB29F,C9E0D2D8E402CF260A6B422B77DF8BFFE7B2CA698AFAB67027589A8F3BDD51D8,false,varashebkanthi@intellicar.in,1740470651653,false
1998,3633,1790,Eastman,BMS_Eastman_51V105 Ah_JBD 16S 60A_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,3E8E7D51952BBC974FCF4DF0570E4232EF587F89AC93E00EF8DF062EABC9D8E4,D24C37EF87FA02C4A6CEE4AD0A420851F18953F7FEF3ABF2DA4C5EFF9BDD5A3C,false,varashebkanthi@intellicar.in,1740470651747,false
2008,2770,0,MUPL,____0__,SFF-V1,AIRTEL,,LAF_SFF_V2_0_16_02_2023_22_TAG,,LAFC_CAN_FW_V2_3_1-Mar_24_2023-12_01_25,,,63D70E9E4105ECD7A053B58716E50ACD761948B85689DE267089DA87DD964234,,false,varashebkanthi@intellicar.in,1740470651839,false
2018,4202,1502,EmoEnergy,eBike_kineticgreen_E luna_Default_2022_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CAN_P25V1_INVERTED_EF_CAN_TEST_NOV_24_2023_19,,0000000000000000000000000000000000000000000000000000000000000000,7EB2DC48E83C0CD1F68A61F1F4EC31765B1EFE892C3BF8AFD2745260A986EADA,C54686E53113DA3213590E7F6D5F15CF449925DF7D7B2157A570045B5D10C43E,false,varashebkanthi@intellicar.in,1740470651931,false
2029,4546,1679,Stride,eRickshaw_ADM_Electroride_Default_2024_EV_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,0D441EF6D6D7650C593ADDC2EF7CE2C8587C5422339E523C944B07BD6CCFE334,DCE525D61E4F4C0E427C214A0C69280EEAA3E1D478DFFBD41C5D78A44C8A0073,false,varashebkanthi@intellicar.in,1740470652023,false
2040,4257,1444,Gensol,Tata ace_Tata_Tata Ace_EV_2023_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CANIO_P25V6_DEC_19_2023_13_TATA_ACE_TEST,,0000000000000000000000000000000000000000000000000000000000000000,DA18EB382C1A8C585BA396A077C617165547A56B2DB7BAC1270500AB8F1E258A,A283194387496D44478CC0F15D0D6D052D0A5CA90C63E937E89D36178976BAD5,false,varashebkanthi@intellicar.in,1740470652115,false
2049,3424,1110,Zappit_Shoffr,Car_BYD E6_BYD E6_Default_2021_EV_AMT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,03C3C92EDE753E90D371303B800C23DC44A7C1A583AEEFA4578DDF87C90B5EB1,495A8F6C72D6EDE3F4CFFA0C274763F36DE765F9941DC5DD3FB9CFA5AB36F55D,false,varashebkanthi@intellicar.in,1740470652213,false
1884,3919,1245,Charzer,Car_MG_zs EV_Exclusive_2022_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,4697982F3DA14F7886BE92C9FABC2F5BA6B25A53F9428E640D719802C64F94AF,0A31089A74E57971D052D162A568939E9D26A71F413AD3D8FB4BE7509A821994,false,varashebkanthi@intellicar.in,1740470650680,false
1894,4428,1590,IntelliOne,eRickshaw_MLR Auto_Eltra_PV_SEG+Exicom_2024_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_MAR_21_2024_14_MLR_ODO_HAHB_OS,,3DFA24EDE3BA32D9E0EF515BF148E694CC39468B133A9FD39D01ECD6972F7FAB,314B7DDB47D64A2D9A92CE51D5C4125CEDD9FFCDDFB251CE521E6DDED65BB29F,C9E0D2D8E402CF260A6B422B77DF8BFFE7B2CA698AFAB67027589A8F3BDD51D8,false,varashebkanthi@intellicar.in,1740470650770,false
1904,3902,1282,EVM_secondarydevice,Car_Honda_Amaze_Default_2020_P_MT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470650864,false
1914,3868,1527,Metafin,VFD_INVT_GD200A_Field Marshal_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_RS485_P25V1_P30V4_APR_01_2024_12_INVT_19200_8E1,,3D568B81AABB8FA705141F6D0FDFC4A6E9BA9E131F9FC2BC94BAF419D8E998B7,181134315C5B7EB4298D272526897ACA3C943821C73976B430034B87F858B05A,36B47104991B9BCAB4B000EB37B4079CEC187836D9DFDCCA18A635A724048BAF,false,varashebkanthi@intellicar.in,1740470650955,false
1924,3120,1149,Inverted_energy,BMS_Inverted_48V_V1_2022_EV_AT,P22V3,AIOT,,LAFMV2-4G_EC200UCN-P22V3-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V3_SEP_13_2024_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,50D4B508AFC45F691D6127BD8519350406CB66106A10F2E31BD0FA4604289E81,44B388B38E4F84443339B75D311CA9EFBA5E47DC625888DE88A9879A1B9B57DE,false,varashebkanthi@intellicar.in,1740470651046,false
1934,3424,1481,Zappit_Shoffr,Car_BYD E6_BYD E6_Default_2023_EV_AMT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,03C3C92EDE753E90D371303B800C23DC44A7C1A583AEEFA4578DDF87C90B5EB1,495A8F6C72D6EDE3F4CFFA0C274763F36DE765F9941DC5DD3FB9CFA5AB36F55D,false,varashebkanthi@intellicar.in,1740470651137,false
1943,2461,1376,ICProduction,BMS_Livguard_BMS_White_Knight_14S_48V_60A_V4_2023_EV_-,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_MAY_15_2024_16_LIV_CANWKUP,,EE13F4A886D9F4FF7E5C51225A4153607F9448F66F4CB35F2EA18303DDAE8221,5B9B05103FE74F82407122C031EB012DCD6BBECF0F804D03915D5553BE0B122A,B0D2AB98A477DFE3D921E3344C7CD02D16BEC8C921A724443E2814765354D5E3,false,varashebkanthi@intellicar.in,1740470651229,false
1953,2023,1276,Greenfuel,BMS_Greenfuel_JBD_Default_2023_EV_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,AA08C389793280E6D11A2934D51E46BD8245BE69C99B5F48CD4B7A8B77BDA252,5F9C0154F9181A7438757482984FA141EE10D256519964D61B4502D64D95C95C,false,varashebkanthi@intellicar.in,1740470651323,false
1962,3901,1452,Quantum,eBike_Quantum_Bziness_Daly 500 BMS_2023_EV_AT,P25V3,AIRTEL,,LAFM_4G_P25V3_JUL_24_2023_13_S,,LAFC_CAN_P25V3_SEP_05_2023_14,,,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,,false,varashebkanthi@intellicar.in,1740470651413,false
1974,3120,1381,Inverted_energy,BMS_Inverted_51.6V_Inverted_JBD_2023_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,6BF292AEE88F19358C95B9E21E97F8976BBFDC1FE59487A20F365ECDD9340A32,618B29A0EE05E2AB9DBB36CFF49AD8258DAE5FE8A3140142E5F8E216E8002AE7,false,varashebkanthi@intellicar.in,1740470651506,false
1984,4428,1243,IntelliOne,eRickshaw_MLR Auto_Eltra_DV_SEG+Exicom_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAR_21_2024_14_MLR_ODO_HAHB_OS,,3DFA24EDE3BA32D9E0EF515BF148E694CC39468B133A9FD39D01ECD6972F7FAB,314B7DDB47D64A2D9A92CE51D5C4125CEDD9FFCDDFB251CE521E6DDED65BB29F,C9E0D2D8E402CF260A6B422B77DF8BFFE7B2CA698AFAB67027589A8F3BDD51D8,false,varashebkanthi@intellicar.in,1740470651602,false
1994,5028,1754,CLN_Energy,BMS_CLN Energy_51.2v150ah_JBD250_2024_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,012A41BD2458D36E8CF2F33232524D27229B265F775CA76FF21285854ADCC19F,6A16FAC7E0307889F715ED53F71A75DD4132C1434C3454EEBC3EC5BCBBA92C18,false,varashebkanthi@intellicar.in,1740470651693,false
2004,3093,1235,Greaves_3W_MLR_Auto,eRickshaw_MLR Auto_Eltra_Cargo_SEG+Exicom_2023_EV_AT,P25V1,AIRTEL,,LAFMV2-4G_EC200UCN-P25V1-F1V1-JAN_04_2023_12-S,,LAFC_CAN_P25V1_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,BD785C19BDF76EED2F8A034CBF427A0651DE3F6E183767FC91ACCB5ED8AACCCA,344B155D78D177C508231F100D53F11B3FBE6536647339FB1EF4F62AB071B960,false,varashebkanthi@intellicar.in,1740470651783,false
2014,3451,1139,LA5.IC.OPS,BMS_Sanvaru_Battery_Default_2022_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_2G_SFF_MAY_23_2024_17,,,50D4B508AFC45F691D6127BD8519350406CB66106A10F2E31BD0FA4604289E81,44B388B38E4F84443339B75D311CA9EFBA5E47DC625888DE88A9879A1B9B57DE,false,varashebkanthi@intellicar.in,1740470651874,false
2024,3333,1162,Arigs,eRickshaw_Mahindra_Supromax_Default_2022_EV_AT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_2G_SFF_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,7D5A4235874898BA0AEE302026262B88277DABA5E810D910725AF0584F3C155C,E40E85CE6BCB2DA55EF569421A7A86B4E88546629BFFBA4D7DCEF34F8B66F3DB,false,varashebkanthi@intellicar.in,1740470651965,false
2034,2957,752,omegaseiki,eRickshaw_Omega_Seiki rage+_Default_2021_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_16_02_2023_22_TAG,,LAFC_CAN_FW_V2_4_0,,,C848F4E500DA94A18693B76F5845467F5131455AFB3D96CA2ABFC567D6067FAF,FAC99E0F66359C4C01101219EC25A4467FD45DB1501C75DA8A67D2580AA0DEE0,false,varashebkanthi@intellicar.in,1740470652058,false
2044,4825,0,Belrise_Industries,____0__,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V7-MAY_13_2024_20-DNS-AIOT,,LAFC_CAN_P22V9_APR_01_2024_16,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,E7EB1B1E6D98BA318D72E19782B0D5ADAE42A3AC07E2688FA1F1F7D5CB8FF820,070C74C6E8E60E1B3226E985653FAC9407B3E20D257B46E727F18BA8925453AB,false,varashebkanthi@intellicar.in,1740470652149,false
1891,3620,1213,blrtrafficpolice,Car_Mahindra_Bolero_Default_2021_D_MT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_2_2,,,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470650734,false
1901,3128,1454,stefen_electric,BMS_Stefen_48V_Superpower_Default_2023_EV_AT,SFF-V2,AIRTEL,,LAFMV2-2G_MC60_SFF-F1V1-JAN_04_2023_12-S,,LAFC_CAN_2G_SFF_FEB_07_2024_19,,5C08EB6381216AA9C054394A269594B0E28F17817A69016AD807CA274E327D8B,BB485BAC865FCD7A65D82BEBAEE40B6311F6E58110C5AA66743AD10BFF375ADD,63621A8FC8F7C854858A1C87924EA70CC197F2CCEE7809CDE8AB9C58220E7E46,false,varashebkanthi@intellicar.in,1740470650825,false
1911,3120,1149,Inverted_energy,BMS_Inverted_48V_V1_2022_EV_AT,SFF-V2,AIRTEL,,LAFMV2-2G_MC60_SFF-F1V1-JAN_04_2023_12-S,,LAFC_CAN_2G_SFF_FEB_01_2024_16,,D2682E0EBDC62251D0336AE65FCBF9DA129454BB7CB3E876375FD2D15F4FA281,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470650916,false
1921,4428,1534,IntelliOne,VFD_Crompton Greaves_Eicher_Default_2023_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_RS485_P25V12_P30V6_NOV_04_2024_16_CROMPTON_9600_8N1,,0000000000000000000000000000000000000000000000000000000000000000,3E63CFBC1181A521CB700855A17D65186BA4556B0F309F5ECEE800316688B824,1D34F7F707FF0B4AC67E3BF7EDE977C66315C39EAC07B37BB167B3C08FE58CFB,false,varashebkanthi@intellicar.in,1740470651009,false
1931,2938,0,FAE_Bikes,____0__,P25V1,AIRTEL,,LAFM_4G_P25V1_AUG_30_2023_14_S,,LAFC_CAN_P25V1_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470651099,false
1940,3033,1073,vidyuttech_API,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470651189,false
1949,4546,1513,Stride,E-Cargo_Zen_ZEN MICROPOD_Default_2024_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,AA08C389793280E6D11A2934D51E46BD8245BE69C99B5F48CD4B7A8B77BDA252,5F9C0154F9181A7438757482984FA141EE10D256519964D61B4502D64D95C95C,false,varashebkanthi@intellicar.in,1740470651281,false
1958,3120,1149,Inverted_energy,BMS_Inverted_48V_V1_2022_EV_AT,P22V2,AIRTEL,,LAFM_4G_P22V2_AUG_21_2023_18_S,,LAFC_CAN_P22V2_OCT_05_2023_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470651370,false
1968,3758,1441,Likraft,BMS_Likraft_52V_JBD_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CAN_P25V1_MAY_23_2024_17,,0C9C9727315D63728A1DB11333C11C915C8EEFD4703AE8166AD60EC6574A25CC,4C28E099DC3651C7E23F4FC2754C40A60983E55F73E4233051AC6B69797552A5,4FED39A3DC6117071525238A6AA647DED7D793CF5AFAADEBA5AA1E32B07DCAC8,false,varashebkanthi@intellicar.in,1740470651459,false
1981,4059,1182,Demo_2W,eBike_BGauss_D15i_Default_2022_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470651575,false
1990,2938,248,FAE_Bikes,eBike_HEROelectric_Photon_Default_2018_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470651664,false
1999,3015,1122,MBSI_LA5,Bike_Yamaha_MT 15_Default_2021_P_MT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_SEP_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470651753,false
2009,1270,497,pointerrefuel,Car_Ford_Ecosport_Default_2019_D_MT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,1F431229EEAF00882BE0DEC08596B2D395239C6E52720C17335EF379CDDF5DF6,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470651842,false
2019,2938,1285,FAE_Bikes,eBike_Jitendra_JMT 1000 HS_Default_2022_EV_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470651932,false
2028,3060,1644,BikeBazaar,eBike_Quantum_Bziness_500_Bziness X_2024_EV_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,1F431229EEAF00882BE0DEC08596B2D395239C6E52720C17335EF379CDDF5DF6,1A15815D35030D81400E4A94A2558D8D57FFBE518B143166D4ED9B144E9CD6E8,CA0A967F96390AA6094210402AE97BCE1C565FBD64F790A7CE4F4F45299E423D,false,varashebkanthi@intellicar.in,1740470652023,false
2038,3060,1332,BikeBazaar,Bike_Quantum_Bziness Pro_Default_2023_EV_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,9F13516DE401219471AA7878512E91CE104FD81C43625B821CE329B3ABD684B7,CD3844916825A8A5070BE892746DA7F9BCC6062BB3747AF04C940D4B0E858D07,false,varashebkanthi@intellicar.in,1740470652113,false
2048,3033,1253,vidyuttech_API,eRickshaw_TATA_ACE_EV_2023_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAR_27_2024_15_MOEVING_TATA_ACE_HAHB,,0000000000000000000000000000000000000000000000000000000000000000,12CA462BD144236CD81F55C9BCCF2284362221DE59367775AA4E74C4B5F50D33,6929F78FFD9F39BE840F5F2D9E9438FBAEEE372C8422A30ECD7452434F35D3E8,false,varashebkanthi@intellicar.in,1740470652213,false
